id,name,average,usersrated,number of comments,complexity votes,average complexity,year published,min player number,max player number,min play time,max play time,expected play time,minimum age limit,category,mechanism,game designer,publisher,url
36218,Dominion,7.59887,91015,15004,5232,2.3461,2008,2,4,30,30,30,13,Card Game // Medieval,"Hand Management // Deck, Bag, and Pool Building // Delayed Purchase // Take That // Open Drafting // Variable Set-up",Donald X. Vaccarino,"Swan Panasia Co., Ltd. // cutia.ro // Kaissa Chess & Games // Hobby Japan // Devir // Bard Centrum Gier // Gém Klub Kft. // Filosofia Éditions // Ystari Games // 999 Games // Albi // Korea Boardgames // Runadrake // Hans im Glück // Hobby World // Rio Grande Games // Vennerød Forlag AS // Smart Ltd // Stupor Mundi // Games Factory Publishing // Conclave Editora // Martinex // Lautapelit.fi",https://boardgamegeek.com/xmlapi2/thing?id=36218&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
277659,Final Girl,8.30138,6348,1387,168,2.7024,2021,1,1,20,60,60,14,Horror // Card Game,Variable Player Powers // Hand Management // Pick-up and Deliver // Solo / Solitaire Game // Dice Rolling,Evan Derrick // A. J. Porfirio,Gen-X Games // Fox in the Box // REXhry // Don't Panic Games // Lucky Duck Games // Van Ryder Games,https://boardgamegeek.com/xmlapi2/thing?id=277659&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
205896,Rising Sun,7.77275,21277,3532,663,3.3002,2018,3,5,90,120,120,14,Miniatures // Mythology // Bluffing // Wargame // Negotiation // Fantasy,Alliances // Closed Drafting // Variable Player Powers // Action Drafting // Follow // Force Commitment // Simultaneous Action Selection // Area Movement // Betting and Bluffing // End Game Bonuses // Take That // Area Majority / Influence // Negotiation // Set Collection // Variable Phase Order // Auction: Sealed Bid // Variable Set-up,Eric M. Lang,Rozum // Guillotine Games // CMON Global Limited // Arclight Games // Portal Games // Game Harbor // ADC Blackfire Entertainment // Edge Entertainment // Galápagos Jogos // Delta Vision Publishing // Hobby World // Asmodee,https://boardgamegeek.com/xmlapi2/thing?id=205896&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
4098,Age of Steam,7.8418,11319,3187,1029,3.8727,2002,1,6,120,120,120,13,Economic // Transportation // Post-Napoleonic // Trains,Victory Points as a Resource // Loans // Network and Route Building // Pick-up and Deliver // Scenario / Mission / Campaign Game // Selection Order Bid // Solo / Solitaire Game // Catch the Leader // Turn Order: Auction // Hexagon Grid // Tile Placement // Dice Rolling // Connections // Player Elimination // Auction/Bidding,John Bohrer // Martin Wallace,Enjoy Game // Wargames Club Publishing // Arclight Games // Eagle-Gryphon Games // Portal Games // CZ Cloud Soft Co. Ltd // Korea Boardgames // Quined White Goblin Games // Winsome Games // Delta Vision Publishing // Rawstone // Warfrog Games // Skellig Games // Pegasus Spiele,https://boardgamegeek.com/xmlapi2/thing?id=4098&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
43015,Hansa Teutonica,7.74046,15650,2978,819,3.0977,2009,2,5,45,90,90,12,Medieval,Network and Route Building // Action Points // End Game Bonuses // Tech Trees / Tech Tracks // Take That // Area Majority / Influence // Ownership,Andreas Steding,Argentum Verlag // Z-Man Games // Egmont Polska // 999 Games,https://boardgamegeek.com/xmlapi2/thing?id=43015&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
218417,Aeon's End: War Eternal,8.25604,5699,1000,145,2.931,2017,1,4,60,60,60,14,Fantasy // Card Game // Science Fiction,"Variable Player Powers // Cooperative Game // Hand Management // Deck, Bag, and Pool Building // Variable Phase Order // Open Drafting",Nick Little (I) // Jenny Iglesias // Kevin Riley,SD Games // Arclight Games // Indie Boards & Cards // Lavka Games // Portal Games // Korea Boardgames // Action Phase Games // Matagot // Frosted Games // Surfin' Meeple China,https://boardgamegeek.com/xmlapi2/thing?id=218417&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
175640,Vinhos: Deluxe Edition,8.09485,6885,1215,371,4.0081,2016,1,4,60,135,135,14,Economic // Industry / Manufacturing,Variable Phase Order // Area Majority / Influence // Worker Placement,Vital Lacerda,Eagle-Gryphon Games // Korea Boardgames // YOKA Games // Choo Choo Games // Maldito Games,https://boardgamegeek.com/xmlapi2/thing?id=175640&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
12,Ra,7.63421,26071,6448,1923,2.3198,1999,2,5,45,60,60,12,Ancient // Mythology,Auction: Once Around // Hidden Victory Points // Closed Economy Auction // Push Your Luck // Set Collection // Auction/Bidding // Constrained Bidding,Reiner Knizia,"Swan Panasia Co., Ltd. // Giochix.it // Planeta Igor // Windrider Games // 25th Century Games // ABACUSSPIELE // Edge Entertainment // 999 Games // Korea Boardgames // Reflexshop // Hobby World // Rawstone // Ravensburger // Tranjis Games // New Games Order, LLC // Precisamente // DiceTree Games // alea // Überplay // Rio Grande Games",https://boardgamegeek.com/xmlapi2/thing?id=12&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
233371,Clank! In! Space!: A Deck-Building Adventure,7.78802,14442,2043,262,2.5687,2017,2,4,45,90,90,12,Science Fiction,"Deck, Bag, and Pool Building // Delayed Purchase // Modular Board // Point to Point Movement // Push Your Luck // Open Drafting // Player Elimination",Paul Dennen,17wanzy (Yihu BG) // Dire Wolf // Renegade Game Studios // Arclight Games // Schwerkraft-Verlag // Devir // REXhry // Lucrum Games // Tabletop KZ,https://boardgamegeek.com/xmlapi2/thing?id=233371&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
198928,Iberia,7.88799,10827,1914,205,2.5902,2016,2,5,45,45,45,8,Trains // Post-Napoleonic // Medical,Variable Player Powers // Network and Route Building // Cooperative Game // Hand Management // Action Points // Solo / Solitaire Game // Point to Point Movement // Set Collection // Trading,Matt Leacock // Jesús Torres Castro,Z-Man Games // Hobby Japan // Devir // Korea Boardgames // Galápagos Jogos // Asterion Press // Filosofia Éditions,https://boardgamegeek.com/xmlapi2/thing?id=198928&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
175155,Forbidden Stars,7.97672,9275,1762,463,3.8359,2015,2,4,120,180,180,14,Miniatures // Wargame // Bluffing // Fighting // Science Fiction,"Variable Player Powers // Hand Management // Order Counters // Deck, Bag, and Pool Building // Area Movement // Area Majority / Influence // Modular Board // Dice Rolling // Card Play Conflict Resolution",Samuel Bailey // Corey Konieczka // James Kniffen,Galakta // Heidelberger Spieleverlag // Edge Entertainment // Asterion Press // Fantasy Flight Games,https://boardgamegeek.com/xmlapi2/thing?id=175155&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
178900,Codenames,7.54212,92066,12154,2335,1.2608,2015,2,8,15,15,15,14,Word Game // Party Game // Card Game // Spies/Secret Agents // Deduction,Communication Limits // Memory // Team-Based Game // Push Your Luck,Vlaada Chvátil,"Feelindigo // Kaissa Chess & Games // Fantasmagoria // Hobby Japan // Devir // Gém Klub Kft. // SuperHeated Neurons // Lex Games // MINDOK // More Fun Co., Ltd. // Brain Games // Czech Games Edition // TWOPLUS Games // MIPL // Enigma (Bergsala Enigma) // Rebel Sp. z o.o. // Broadway Toys LTD // Boardgame Space // Cranio Creations // Heidelberger Spieleverlag // Gaming Library // Nordic Games ehf // Golden Egg Games // IELLO // Asmodee // GaGa Games // White Goblin Games // DiceTree Games // Pridemage Games // Cuaca Cerah Games // Land of Beautiful Mind (سرزمین ذهن زیبا) // Ponva d.o.o. // Nordic Games GmbH // One Moment Games",https://boardgamegeek.com/xmlapi2/thing?id=178900&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
172287,Champions of Midgard,7.72364,17528,3070,446,2.6188,2015,2,4,60,90,90,10,Fighting // Dice // Adventure // Mythology // Medieval // Fantasy,Dice Rolling // Variable Player Powers // Worker Placement // Set Collection,Ole Steiness,Games Warehouse // Grey Fox Games // Czacha Games // Lavka Games // Ediciones MasQueOca // Don't Panic Games // Corax Games,https://boardgamegeek.com/xmlapi2/thing?id=172287&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
310100,Nemesis: Lockdown,8.33325,5652,1174,218,3.8853,2022,1,5,90,180,180,12,Miniatures // Adventure // Horror // Exploration // Science Fiction,Campaign / Battle Card Driven // Variable Player Powers // Cooperative Game // Hidden Roles // Modular Board // Traitor Game // Dice Rolling // Semi-Cooperative Game // Player Elimination // Interrupts,Adam Kwapiński,Funforge // Rebel Studio // Korea Boardgames // Rebel Sp. z o.o. // Delta Vision Publishing // MINDOK // Cranio Creations // Awaken Realms,https://boardgamegeek.com/xmlapi2/thing?id=310100&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
281259,The Isle of Cats,7.69688,21684,3458,533,2.3621,2019,1,4,60,90,90,8,Nautical // Fantasy // Animals // Puzzle,Closed Drafting // Hidden Victory Points // Grid Coverage // Solo / Solitaire Game // Square Grid // Tile Placement // Pattern Building // Turn Order: Stat-Based // Set Collection // Open Drafting // Income,Frank West,sternenschimmermeer // MIPL // Arclight Games // Intrafin Games // The City of Games // Geekach Games // YOKA Games // Maldito Games // Gém Klub Kft. // Lucky Duck Games // MINDOK // Skellig Games // MeepleBR // GaGa Games // Yayoi The Dreamer,https://boardgamegeek.com/xmlapi2/thing?id=281259&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
196340,Yokohama,7.80777,11636,2105,371,3.3046,2016,2,4,90,90,90,14,Economic,"Network and Route Building // Worker Placement // End Game Bonuses // Set Collection // Contracts // Modular Board // Grid Movement // Worker Placement, Different Worker Types // Variable Set-up",Hisashi Hayashi,OKAZU Brand // 2Tomatoes Games // Synapses Games // Kronos Games (Krogam) // BoardM Factory // dlp games // Dexker Games // Elznir Games // Galápagos Jogos // Maldito Games // Pendragon Game Studio // Delta Vision Publishing // Playfun Games // Lucky Duck Games // Ігромаг // Cranio Creations // Tasty Minstrel Games,https://boardgamegeek.com/xmlapi2/thing?id=196340&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
266524,PARKS,7.66814,25474,3984,638,2.1176,2019,1,5,30,60,60,10,Economic // Travel // Animals // Environmental,Worker Placement // End Game Bonuses // Solo / Solitaire Game // Events // Contracts // Modular Board // Track Movement // Turn Order: Claim Action // Variable Set-up,Henry Audubon,Albi Polska // Feuerland Spiele // Tranjis Games // Lavka Games // Matagot // Keymaster Games // Surfin' Meeple China // Albi,https://boardgamegeek.com/xmlapi2/thing?id=266524&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
132531,Roll for the Galaxy,7.58998,31844,4891,969,2.7802,2014,2,5,45,45,45,13,Economic // Space Exploration // Dice // Civilization // Science Fiction,"Variable Player Powers // Worker Placement with Dice Workers // Simultaneous Action Selection // Follow // Action Retrieval // Deck, Bag, and Pool Building // Contracts // Variable Phase Order // Dice Rolling",Wei-Hwa Huang // Thomas Lehmann,Gigamic // Games Factory Publishing // Portal Games // Hobby Japan // CrowD Games // Devir // Korea Boardgames // Rio Grande Games // Pegasus Spiele,https://boardgamegeek.com/xmlapi2/thing?id=132531&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
254640,Just One,7.59988,27720,3827,535,1.0374,2018,3,7,20,60,60,8,Word Game // Party Game,Communication Limits // Paper-and-Pencil // Cooperative Game,Ludovic Roudy // Bruno Sautter,Morapiaf // Brain Games // Repos Production // Happy Baobab // Maldón // Arclight Games // Kaissa Chess & Games // Fun Consortium // Nordic Games ehf // GoKids 玩樂小子 // Geekach Games // Korea Boardgames // Galápagos Jogos // Rebel Sp. z o.o. // Gém Klub Kft. // ADC Blackfire Entertainment // FoxMind Israel // Lifestyle Boardgames Ltd,https://boardgamegeek.com/xmlapi2/thing?id=254640&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
30549,Pandemic,7.53569,125646,19556,6075,2.3988,2008,2,4,45,45,45,8,Medical,Variable Player Powers // Cooperative Game // Hand Management // Action Points // Point to Point Movement // Set Collection // Tags,Matt Leacock,Zhiyanjia // Z-Man Games // Kaissa Chess & Games // HaKubia // Hobby Japan // Devir // Gém Klub Kft. // Jolly Thinkers // Ігромаг // CoolPlay // MINDOK // Filosofia Éditions // Albi // Pegasus Spiele // Brain Games // Enigma (Bergsala Enigma) // Korea Boardgames // Rebel Sp. z o.o. // Взрослые дети // Boardgame Space // (Unknown) // HomoLudicus // Quined White Goblin Games // Galápagos Jogos // Wargames Club Publishing // White Goblin Games // Lifestyle Boardgames Ltd // Siam Board Games // Asterion Press // Nordic Games GmbH // Paladium Games // ADC Blackfire Entertainment // Lautapelit.fi // Stratelibri // Lacerta,https://boardgamegeek.com/xmlapi2/thing?id=30549&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
263918,Cartographers,7.60249,29494,3950,722,1.8767,2019,1,100,30,45,45,10,Fantasy // Territory Building,Simultaneous Action Selection // Grid Coverage // Paper-and-Pencil // End Game Bonuses // Solo / Solitaire Game // Bingo // Square Grid // Variable Set-up,Jordy Adan,Raven Distribution // Kaissa Chess & Games // Buró // Ігромаг // The Wood Games // Pegasus Spiele // Grok Games // Ogry Games // MIPL // Reflexshop // Tower Tactic Games // Hobby World // Mandoo Games // Ludofy Creative // Arclight Games // Gen-X Games // REXhry // Outland // Intrafin Games // Gameland 游戏大陆 // Regatul Jocurilor // Lautapelit.fi // Thunderworks Games,https://boardgamegeek.com/xmlapi2/thing?id=263918&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
118048,Targi,7.61395,23688,3886,703,2.3371,2012,2,2,60,60,60,12,Arabian // Card Game,Worker Placement // End Game Bonuses // Square Grid // Modular Board // Turn Order: Progressive // Set Collection // Open Drafting,Andreas Steiger,Z-Man Games // Galakta // Stupor Mundi // White Goblin Games // Kaissa Chess & Games // Giochi Uniti // Group SNE // Devir // Korea Boardgames // KOSMOS // Broadway Toys LTD // IELLO // Filosofia Éditions // 999 Games,https://boardgamegeek.com/xmlapi2/thing?id=118048&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
262712,Res Arcana,7.64882,22126,3257,547,2.638,2019,2,4,30,60,60,12,Fantasy // Card Game,Score-and-Reset Game // Variable Player Powers // Hand Management // Race // Take That // Open Drafting // Turn Order: Pass Order // Income,Thomas Lehmann,17wanzy (Yihu BG) // sternenschimmermeer // Sand Castle Games // テンデイズゲームズ(TendaysGames) // Geekach Games // Galápagos Jogos // Rebel Sp. z o.o. // Gém Klub Kft. // ADC Blackfire Entertainment // GaGa Games,https://boardgamegeek.com/xmlapi2/thing?id=262712&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
220877,Rajas of the Ganges,7.72857,14234,2059,446,2.8924,2017,2,4,45,75,75,12,Economic // Dice // Renaissance // Territory Building,Worker Placement // Race // Tile Placement // Track Movement // Dice Rolling // Connections,Inka Brand // Markus Brand,nostalgia (III) // R&R Games // DV Games // Dice Realm // Egmont Polska // Fabrika Igr // Devir // HUCH! // Game Harbor // HOT Games // 999 Games,https://boardgamegeek.com/xmlapi2/thing?id=220877&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
161970,Alchemists,7.64727,22853,3496,1222,3.9272,2014,2,4,120,120,120,13,Fantasy // Deduction // Puzzle,Open Drafting // Action Drafting // Hand Management // End Game Bonuses // Events // Turn Order: Progressive // Action Queue // Deduction // Constrained Bidding,Matúš Kotry,Czech Games Edition // Lord of Boards // Arclight Games // DiceTree Games // The Game Master BV // Heidelberger Spieleverlag // Devir // Korea Boardgames // Rebel Sp. z o.o. // Lex Games // IELLO // MINDOK // Cranio Creations // GaGa Games // One Moment Games,https://boardgamegeek.com/xmlapi2/thing?id=161970&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
147020,Star Realms,7.56275,44794,7106,1444,1.9245,2014,2,2,20,20,20,12,Fighting // Card Game // Science Fiction,"Hand Management // Deck, Bag, and Pool Building // Delayed Purchase // Take That // Variable Set-up // Open Drafting // Tags // Income",Darwin Kastle // Robert Dougherty,Wise Wizard Games // ADC Blackfire Entertainment GmbH // Games Factory Publishing // Devir // IELLO // IUVI Games // Broadway Toys LTD // Games Factory // ADC Blackfire Entertainment // Hobby World,https://boardgamegeek.com/xmlapi2/thing?id=147020&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
304783,Hadrian's Wall,7.95304,8085,1354,295,3.1492,2021,1,6,30,60,60,12,City Building // Ancient,Paper-and-Pencil // Tech Trees / Tech Tracks // Solo / Solitaire Game // Hand Management,Bobby Hill,Lord of Boards // CMON Global Limited // MEEPLE // Renegade Game Studios // Arclight Games // Mosaico Jogos // Primigenio // Schwerkraft-Verlag // 盒拍工作室 Hepa Studio // Lavka Games // Portal Games // Korea Boardgames // Reflexshop // Garphill Games // Pixie Games // TLAMA games,https://boardgamegeek.com/xmlapi2/thing?id=304783&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
274364,Watergate,7.77188,11945,1797,296,2.2703,2019,2,2,30,60,60,12,Card Game // Political,Campaign / Battle Card Driven // Hand Management // Action/Event // Take That // Tug of War // Once-Per-Game Abilities // Connections,Matthias Cramer,White Goblin Games // Capstone Games // Fox in the Box // Korea Boardgames // uplay.it edizioni // YOKA Games // 数寄ゲームズ (Suki Games) // Gém Klub Kft. // Frosted Games // Lucky Duck Games // IELLO // GaGa Games // Salt & Pepper Games // Pegasus Spiele,https://boardgamegeek.com/xmlapi2/thing?id=274364&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
271324,It's a Wonderful World,7.67521,18946,2693,501,2.3214,2019,1,5,45,45,45,14,Economic // Civilization // Card Game // Science Fiction,Closed Drafting // Variable Player Powers // Simultaneous Action Selection // Hand Management // End Game Bonuses // Solo / Solitaire Game // Set Collection,Frédéric Guérard,Fantasmagoria // Kilogames // MEBO Games // Kobold Spieleverlag // Origames // Engames // Reflexshop // MTS Games // Evrikus // Tranjis Games // Blackrock Games // Galápagos Jogos // FoxGames // Studio Supernova // Lucky Duck Games // TLAMA games // La Boîte de Jeu // Lautapelit.fi // One Moment Games,https://boardgamegeek.com/xmlapi2/thing?id=271324&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
308765,Praga Caput Regni,7.91053,8755,1217,426,3.7394,2020,1,4,45,150,150,14,City Building // Medieval // Puzzle,Three Dimensional Movement // Enclosure // End Game Bonuses // Area Majority / Influence // Hexagon Grid // Tile Placement // Track Movement // Variable Set-up // Income,Vladimír Suchý,sternenschimmermeer // Mosaico Jogos // Tesla Games // Fox in the Box // Arrakis Games // Portal Games // YOKA Games // Atalia // Gém Klub Kft. // 数寄ゲームズ (Suki Games) // Hobby World // Delicious Games // Rio Grande Games,https://boardgamegeek.com/xmlapi2/thing?id=308765&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
227935,Wonderland's War,8.10854,6762,1431,248,3.0323,2022,2,5,45,125,125,13,Fantasy,"Variable Player Powers // Deck, Bag, and Pool Building // Area Majority / Influence // Push Your Luck // Rondel // Dice Rolling // Open Drafting",Ian Moss // Tim Eisner // Ben Eisner,Laguna // Galakta // Dice Realm // Mirakulus // Druid City Games // Gém Klub Kft. // Asobition (アソビション) // Jianjie Star Games // Rozum // Lucky Duck Games // Last Level // Skybound Tabletop // TLAMA games,https://boardgamegeek.com/xmlapi2/thing?id=227935&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
127023,Kemet,7.6513,19235,3187,724,2.9972,2012,2,5,90,120,120,13,Ancient // Miniatures // Mythology // Wargame,Hand Management // Action Points // Area Movement // Tech Trees / Tech Tracks // Area Majority / Influence // Open Drafting // Card Play Conflict Resolution,Guillaume Montiage // Jacques Bariot,Funiverse // Bureau de Juegos // CrowD Games // Matagot // Buró // Asterion Press // Galápagos Jogos // Rebel Sp. z o.o. // Asmodee // Surfin' Meeple China // Pegasus Spiele,https://boardgamegeek.com/xmlapi2/thing?id=127023&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
189932,Tyrants of the Underdark,7.909,9138,1287,212,2.5472,2016,2,4,60,60,60,14,Fantasy // Fighting,"Deck, Bag, and Pool Building // Delayed Purchase // Take That // Zone of Control // Area Majority / Influence // Connections // Variable Set-up",Andrew Veen // Peter Lee // Rodney Thompson,"Kronos Games (Krogam) // Wizards of the Coast // Gale Force Nine, LLC // Heidelberger Spieleverlag",https://boardgamegeek.com/xmlapi2/thing?id=189932&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
14996,Ticket to Ride: Europe,7.52861,76556,10778,3995,1.9186,2005,2,5,30,60,60,8,Trains,Open Drafting // Network and Route Building // Hand Management // End Game Bonuses // Contracts // Push Your Luck // Set Collection // Connections,Alan R. Moon,Kaissa Chess & Games // HaKubia // Hobby Japan // Edge Entertainment // Gém Klub Kft. // Compaya.hu: Gamer Café Kft. // Happy Baobab // KADABRA // Enigma (Bergsala Enigma) // Korea Boardgames // KDS Distribuzione // Rebel Sp. z o.o. // Runadrake // Boardgame Space // Hobby World // Lord of Boards // Smart Ltd // Galápagos Jogos // GoKids 玩樂小子 // Ponva d.o.o. // Asterion Press // Nordic Games GmbH // ADC Blackfire Entertainment // Lautapelit.fi // Days of Wonder,https://boardgamegeek.com/xmlapi2/thing?id=14996&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,7.63105,21406,4068,669,2.6652,1982,1,8,60,120,120,13,Novel-based // Post-Napoleonic // Spies/Secret Agents // Murder/Mystery // Deduction,Cooperative Game // Solo / Solitaire Game // Storytelling // Deduction // Narrative Choice / Paragraph,Gary Grady // Suzanne Goldberg // Raymond Edwards,"Kaissa Chess & Games // Edge Entertainment // International Team (I) // Ystari Games // Space Cowboys // Rawstone // 二見書房 ( Futami Shobo Publishing Co., Ltd. ) // Lord of Boards // Angry Lion Games // Casper // Galápagos Jogos // KOSMOS // Chessex // Sleuth Publications // Äventyrsspel // Ben Sanders Co. // CrowD Games // Asterion Press // Descartes Editeur",https://boardgamegeek.com/xmlapi2/thing?id=2511&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
371942,The White Castle,7.98024,8103,1308,417,3.0336,2023,1,4,80,80,80,12,Economic // Dice,Worker Placement with Dice Workers // Action Drafting // Worker Placement // Solo / Solitaire Game // Multi-Use Cards // Dice Rolling // Open Drafting // Variable Set-up,Isra C. // Shei S.,CMON Global Limited // TLAMA games // Portal Games // Banana Games // Devir // IELLO // Games4you // KOSMOS // Reflexshop // Games7Days // GaGa Games // 999 Games,https://boardgamegeek.com/xmlapi2/thing?id=371942&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
328871,Terraforming Mars: Ares Expedition,7.67802,17312,2879,437,2.9268,2021,1,4,45,60,60,14,Space Exploration // Card Game // Science Fiction,Variable Player Powers // Simultaneous Action Selection // Hand Management // Follow // Variable Set-up // End Game Bonuses // Solo / Solitaire Game // Tech Trees / Tech Tracks // Set Collection // Variable Phase Order // Tags // Income,Jacob Fryxelius // Sydney Engelstein // Nick Little (I),FryxGames // Board Game Rookie // Arclight Games // Intrafin Games // MIPL // Schwerkraft-Verlag // Stronghold Games // Lavka Games // Kilogames // Korea Boardgames // Rebel Sp. z o.o. // Maldito Games // Reflexshop // Lex Games // Surfin' Meeple China // Ghenos Games // MINDOK // MeepleBR,https://boardgamegeek.com/xmlapi2/thing?id=328871&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
34635,Stone Age,7.52516,52817,8799,3068,2.4606,2008,2,4,60,90,90,10,Economic // Dice // Prehistoric,Worker Placement // End Game Bonuses // Contracts // Turn Order: Progressive // Set Collection // Dice Rolling,Bernd Brunnhofer,"Swan Panasia Co., Ltd. // Feelindigo // Z-Man Games // Kaissa Chess & Games // HaKubia // Devir // Bard Centrum Gier // Lanlalen // MINDOK // Filosofia Éditions // 999 Games // Oxygame // Piatnik // Korea Boardgames // Hans im Glück // Boardgame Space // Hobby World // Rio Grande Games // Zvezda // Stupor Mundi // Asmodee // Schmidt Spiele // Giochi Uniti // Lautapelit.fi",https://boardgamegeek.com/xmlapi2/thing?id=34635&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
233398,Endeavor: Age of Sail,7.8855,9390,2074,263,2.8403,2018,2,5,60,90,90,13,Nautical // Renaissance // Exploration,Tech Trees / Tech Tracks // Area Majority / Influence // Point to Point Movement // Set Collection // Open Drafting,Carl de Visser // Jarratt Gray,17wanzy (Yihu BG) // Board Game Circus // Super Meeple // Ludofy Creative // Frosted Games // Czacha Games // CrowD Games // Grand Gamers Guild // Reflexshop // Burnt Island Games // Maldito Games // Cranio Creations // Hobby Game Mall,https://boardgamegeek.com/xmlapi2/thing?id=233398&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
77423,The Lord of the Rings: The Card Game,7.66291,24190,4815,1462,3.21,2011,1,2,30,60,60,13,Novel-based // Card Game // Collectible Components // Adventure // Fantasy,Cooperative Game // Hand Management // Deck Construction // Events // Scenario / Mission / Campaign Game // Solo / Solitaire Game // Player Elimination // Variable Set-up,Nate French,Galakta // Heidelberger Spieleverlag // Giochi Uniti // Game Harbor // Edge Entertainment // Galápagos Jogos // Stratelibri // ADC Blackfire Entertainment // Fantasy Flight Games,https://boardgamegeek.com/xmlapi2/thing?id=77423&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
463,Magic: The Gathering,7.5752,39817,7851,2337,3.2657,1993,2,2,20,20,20,13,Fighting // Fantasy // Card Game // Collectible Components,Closed Drafting // Hand Management // Betting and Bluffing // Deck Construction // Take That // Tags // Player Elimination // Interrupts // Income,Richard Garfield,Wizards of the Coast,https://boardgamegeek.com/xmlapi2/thing?id=463&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
268864,Undaunted: Normandy,7.803,11717,1809,312,2.2404,2019,2,2,45,60,60,14,World War II // Wargame,"Hand Management // Deck, Bag, and Pool Building // Simulation // Modular Board // Dice Rolling // Open Drafting",Trevor Benjamin // David Thompson (I),17wanzy (Yihu BG) // Ogry Games // Lord of Boards // Doit Games // Giant Roc // Korea Boardgames // Ghenos Games // MINDOK // Nuts! Publishing // MeepleBR // GaGa Games // Osprey Games,https://boardgamegeek.com/xmlapi2/thing?id=268864&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
146652,Legendary Encounters: An Alien Deck Building Game,7.75751,13196,2402,488,2.7029,2014,1,5,30,60,60,17,Card Game // Horror // Movies / TV / Radio theme // Fighting // Science Fiction,"Team-Based Game // Variable Player Powers // Cooperative Game // Deck, Bag, and Pool Building // Hidden Roles // Events // Delayed Purchase // Solo / Solitaire Game // Traitor Game // Open Drafting // Player Elimination",Ben Cichoski // Daniel Mandel,Upper Deck Entertainment,https://boardgamegeek.com/xmlapi2/thing?id=146652&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
283948,Marco Polo II: In the Service of the Khan,7.96598,7259,951,262,3.3779,2019,2,4,60,120,120,12,Economic // Travel // Dice // Medieval,Variable Player Powers // Worker Placement with Dice Workers // Resource to Move // Worker Placement // Contracts // Point to Point Movement // Dice Rolling,Simone Luciani // Daniele Tascini,"Swan Panasia Co., Ltd. // Z-Man Games // Arclight Games // Albi Polska // Giochi Uniti // Devir // Korea Boardgames // Hans im Glück // Hobby World // 999 Games // Albi",https://boardgamegeek.com/xmlapi2/thing?id=283948&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
